2.537667,3.259122
15.269649,20.672968
10.541139,10.952754
21.341884,7.858282
-2.174621,-5.639518
3.833885,1.543689
15.494287,21.997199
8.459123,9.053731
19.011565,11.451251
0.144615,-3.892153
-0.258847,4.342402
13.516879,20.031973
9.796857,9.433858
21.817943,8.927846
0.669033,-3.250283
2.862173,3.434251
13.979736,19.932302
9.500035,9.049928
19.625563,12.939223
-0.848829,-3.476612
2.318765,3.191166
14.553005,22.406051
10.383024,10.814062
18.548259,6.857636
-0.057090,-5.049273
0.692312,3.728668
15.109659,19.279159
10.412035,8.899610
19.381318,10.634648
0.291786,-5.712746
1.566408,3.369684
16.128736,19.995962
10.405493,8.495897
20.934501,10.000885
-0.614619,-6.731024
2.342624,1.668538
14.710037,21.300888
9.636219,10.782029
21.055929,8.930516
-0.013643,-4.832403
5.578397,2.770420
16.261551,20.211862
9.400728,9.401181
20.160227,10.571802
0.412113,-3.643100
4.769437,2.793448
15.475425,21.986876
9.410411,10.511361
20.287400,8.877322
-0.937150,-5.482148
0.650113,2.247622
16.174117,21.462469
10.853541,9.502353
20.632906,11.215917
0.835157,-5.245109
5.034923,5.378854
15.126947,20.412343
8.146992,10.381188
18.540958,10.094567
1.094538,-4.128419
2.725404,1.761532
14.343184,18.900168
9.792697,6.373321
19.418290,7.681556
0.321181,-3.778234
1.936945,2.315782
13.518601,20.801429
10.270378,10.658831
18.169851,6.570886
0.015113,-7.003819
2.714743,1.993074
15.155489,18.044678
9.347229,12.621331
19.550897,9.598604
-1.164493,-4.717225
1.795034,1.339413
15.818551,20.345739
10.477227,11.469777
20.949275,11.620415
0.494841,-4.723059
1.875856,2.728132
14.707412,21.143305
9.928680,11.288202
20.717441,10.256212
-1.215849,-5.213733
3.489698,2.612406
14.459214,20.301286
9.061699,9.660969
22.287829,10.076721
1.590788,-3.737413
3.409034,5.163849
14.691358,21.244051
10.161364,10.255970
20.166728,10.972631
0.526475,-5.515043
3.417192,2.647826
13.903407,22.883406
9.731817,10.345421
17.843509,8.029424
0.264819,-6.168407
2.671497,1.494975
14.506990,21.306638
9.590127,10.136320
21.689399,12.015772
-0.393598,-4.609661
0.792513,5.267631
14.819261,20.377478
9.288677,8.825540
21.282281,8.735904
-2.176310,-4.349748
2.717239,4.746100
15.045841,20.907446
10.061445,9.501840
19.417369,10.053407
-1.195654,-5.307601
3.630235,2.675259
14.936217,20.601727
8.153871,9.752831
20.222614,9.485835
0.365328,-3.874112
2.488894,0.869969
15.611335,18.140700
9.601667,9.320253
20.779451,10.211505
2.412443,-7.146808
3.034693,2.371201
15.109318,19.411106
9.456452,11.183466
20.384707,7.250036
0.740247,-6.520162
2.726885,2.779466
16.814015,21.731970
9.088101,13.589768
20.696367,12.155113
0.309746,-9.344698
1.696559,3.390419
15.312024,19.938363
10.652699,8.128523
19.887284,10.771892
-0.541987,-4.262619
2.293871,2.630659
16.804494,20.823671
9.265729,10.181501
19.961176,12.842467
0.122283,-6.401519
1.212717,3.627093
14.276879,18.576594
10.540633,7.960168
20.088089,12.003475
0.962279,-5.357974
2.888396,3.554222
15.526547,20.091240
10.975841,11.842025
19.210344,10.016236
-0.253975,-3.572683
0.852930,1.231273
14.739749,20.848941
9.843130,11.993916
21.422961,8.671984
1.891756,-4.927858
0.931130,1.659381
15.600143,18.074527
10.277799,7.648809
20.006332,7.540812
-1.220254,-5.622866
1.190501,1.951918
15.593931,20.491570
10.639517,12.748785
20.686481,10.024001
-0.376237,-6.199917
-0.944284,2.281838
12.813978,19.742835
9.919022,8.466005
19.145066,10.309938
0.052429,-5.339936
3.438380,2.546638
13.672957,18.671297
10.540870,10.320770
18.924765,11.479014
-1.953934,-4.147329
2.325191,3.017634
13.558986,19.946920
8.737435,11.554121
19.909033,8.655107
0.565421,-7.144306
1.245072,-1.283904
15.401844,17.318220
11.110424,10.208156
19.747228,11.124013
0.077794,-5.096659
3.370299,2.353684
16.470201,16.990586
9.010437,13.246562
21.194824,10.101017
0.080701,-3.893529
0.288484,4.757087
14.673186,18.335579
8.171164,13.892705
20.606064,8.905841
0.794708,-7.009210
1.897758,1.491456
15.812323,18.599176
11.384499,10.195611
20.540514,11.094830
1.043689,-4.053375
1.758553,4.320491
15.545540,18.341082
9.937273,7.303001
18.555061,10.375693
0.802185,-4.033757
2.319207,3.495429
13.948368,17.559877
10.448921,9.483822
19.032306,9.667511
-0.468824,-6.247529
2.312859,2.958980
15.397467,20.407616
9.636742,8.800591
20.202051,12.654892
-0.046592,-7.127697
1.135120,3.258026
14.248105,17.745484
8.979417,8.918475
19.652122,10.861595
0.353453,-4.387448
1.969949,0.786677
16.516267,20.155873
6.927011,8.405199
21.290088,9.844049
-1.256801,-3.856954
1.835121,2.880443
14.967433,21.113080
10.626279,10.110576
21.341154,10.392384
-1.036031,-4.181258
2.627707,5.268323
16.636000,19.996851
9.713315,12.979224
19.419202,10.123102
-0.426963,-3.921168
3.093266,3.139085
14.574942,20.131676
9.802657,8.987639
20.875136,10.245498
0.077669,-6.671780
3.109273,3.058511
15.589433,19.465205
10.405605,9.603291
21.395450,10.641475
1.790930,-4.174315
1.136347,1.961728
14.937209,17.903179
8.580652,11.649645
20.320985,9.146497
0.797263,-5.820258
2.077359,2.956423
12.978041,19.938031
9.270555,11.715188
21.623382,8.872838
-0.442501,-5.793893
0.785883,3.328588
14.017868,21.358812
11.147328,10.686659
21.062433,10.510035
-0.629091,-7.200370
0.886499,3.603003
15.612511,22.458250
10.597865,11.451006
20.214105,12.665922
1.533796,-3.444070
1.993151,2.472769
14.945114,19.391596
8.718719,11.231393
20.876803,9.566088
2.733540,-4.752430
3.532630,2.665603
13.881268,17.698618
7.796736,9.460113
20.194407,8.567792
0.167439,-3.580679
1.230334,5.861931
14.373621,20.235251
9.428754,10.606546
19.585108,9.662646
-0.478865,-2.863112
2.371379,-0.193795
15.249518,20.532120
10.213996,9.576966
20.358459,9.315500
-1.412654,-6.608299
1.774416,6.152912
14.006981,19.679044
10.942377,8.727394
20.036223,9.537065
0.974988,-4.090635
3.117356,3.477387
15.974950,18.375193
10.093725,10.897666
19.635369,10.672484
0.289719,-5.018045
0.910936,4.414300
14.359290,22.862839
8.877688,10.095394
21.771020,9.816145
1.165408,-3.707041
2.032557,0.646516
16.808863,16.663130
10.306158,9.735372
20.221273,9.159458
-0.908706,-3.433483
2.552527,2.165565
13.920134,19.278791
8.827665,10.412565
22.730378,9.372419
0.240575,-3.839678
3.100610,2.606758
15.199189,18.130939
9.039033,11.396811
19.703835,8.129661
-0.654046,-6.156278
3.544212,3.597810
13.478973,19.100379
9.346265,10.555693
20.564296,8.784454
1.274955,-5.178877
2.085931,0.637980
14.276369,20.449510
8.770606,10.275137
21.582621,8.001715
-0.551191,-4.626446
0.508410,3.666992
14.406750,20.195229
9.729035,10.395676
22.729230,9.270286
-0.087409,-0.533167
1.257698,1.284775
15.401336,18.994869
9.100050,10.072436
20.303564,8.465440
-0.347820,-3.265301
0.938418,3.093607
15.942133,21.098849
9.714314,8.904739
19.209742,8.999927
0.993963,-1.718126
4.350457,3.922571
15.300486,20.880198
9.537578,11.112677
20.803380,9.573396
0.428436,-4.413812
1.384398,3.462533
14.626929,20.915535
9.590215,11.992495
18.680097,8.302321
-1.004185,-4.700425
2.748077,4.531075
15.815489,19.398066
9.496461,9.244671
19.726154,9.972618
-0.632688,-4.132851
1.807581,4.422808
15.798887,21.482917
11.233297,12.726262
20.271867,10.481357
-1.045710,-5.746389
2.888610,2.079477
15.120205,20.934381
10.610305,9.750748
21.489554,8.637786
0.505707,-3.244111
1.235151,3.363532
15.571248,23.547940
10.059072,9.655285
21.437142,11.575324
0.331954,-5.222923
0.597731,1.664448
15.412796,21.503959
8.533053,8.730601
19.972439,7.756908
-1.635413,-6.942566
0.577624,1.130709
14.013038,21.636134
8.374197,8.879466
20.923931,9.445919
-1.906840,-3.768449
2.488194,4.307901
15.759568,20.074923
8.035248,8.652290
19.678720,7.900337
-0.040399,-7.218241
1.822625,3.000070
14.342799,18.177947
12.605196,10.500498
20.661125,9.512624
0.697193,-7.608167
1.803947,2.922333
